headline,url,site,y
Car Quality Improves Even as New Technology Is Introduced,http://www.nytimes.com/aponline/2016/06/22/us/ap-us-car-quality-rankings.html,new york times,0
Making the Case for More Than Just STEM,http://www.nytimes.com/2016/06/23/education/making-the-case-for-more-than-just-stem.html,new york times,0
US Navy Turns to Cloud Technology to Reduce Drunken Driving,http://www.nytimes.com/aponline/2016/06/27/world/asia/ap-as-japan-us-military.html,new york times,0
US Navy Turns to Cloud Technology to Reduce Drunken Driving,http://www.nytimes.com/aponline/2016/06/28/world/asia/ap-as-japan-us-military.html,new york times,0
Finance Is the Master Technology ó and Itís Funded the World,http://www.nytimes.com/2016/06/26/books/review/money-changes-everything-by-william-n-goetzmann.html,new york times,0
Review: Urban Nightmares as Puppets in ëThe Paper Hat Gameí,http://www.nytimes.com/2016/06/27/theater/review-urban-nightmares-as-puppets-in-the-paper-hat-game.html,new york times,0
APNewsBreak New Technology Speeds Massive Coral Reef Survey,http://www.nytimes.com/aponline/2016/06/22/us/ap-us-coral-reef-mortality-new-technology.html,new york times,0
"ëManus x Machina,í on Track to Be a Blockbuster, Extended Through Labor Day",http://www.nytimes.com/2016/07/07/arts/design/manus-x-machina-costume-institute.html,new york times,0
Why We Need to Pick Up Alvin Tofflerís Torch,http://www.nytimes.com/2016/07/07/technology/why-we-need-to-pick-up-alvin-tofflers-torch.html,new york times,0
There Is No Scientific Method,http://www.nytimes.com/2016/07/04/opinion/there-is-no-scientific-method.html,new york times,0
Technology Gives Bracing Immediacy to Police Shooting Story,http://www.nytimes.com/aponline/2016/07/07/us/ap-us-police-shootings-video.html,new york times,0
"Monsanto, Microsoft to Invest in Agricultural Technology in Brazil",http://www.nytimes.com/reuters/2016/07/04/business/04reuters-brazil-monsanto-microsoft.html,new york times,0
"A Reading List of Tell-Alls, Strategic Plans and Cautionary Tales in Finance",http://www.nytimes.com/2016/07/05/business/dealbook/a-reading-list-of-tell-alls-strategic-plans-and-cautionary-tales-in-finance.html,new york times,0
"BMW to Develop Driverless Car Technology With Intel, Mobileye",http://www.nytimes.com/reuters/2016/07/01/business/01reuters-bmw-mobileye-intel.html,new york times,0
Jordan's Newest Mall Debuts Large-Scale Green Technology,http://www.nytimes.com/aponline/2016/07/07/world/middleeast/ap-ml-jordan-green-mall.html,new york times,0
"Driverless Cars Need Infrared Technology to Be Safe, Says Auto Supplier ZF",http://www.nytimes.com/reuters/2016/07/06/technology/06reuters-tesla-autopilot-zf-friedrich.html,new york times,0
Report: 7 Countries Benefit Most From Technology Innovation,http://www.nytimes.com/aponline/2016/07/06/business/ap-eu-world-economic-forum-technology.html,new york times,0
"So Many Research Scientists, So Few Openings as Professors",http://www.nytimes.com/2016/07/14/upshot/so-many-research-scientists-so-few-openings-as-professors.html,new york times,0
"Review: Dance That Reaches for the Stars, With Help From Technology",http://www.nytimes.com/2016/07/09/arts/dance/review-dusan-tynek-dance-theater-new-york-live-arts.html,new york times,0
Peugeot Tests Israeli Range-Extender Technology in Electric Car Push,http://www.nytimes.com/reuters/2016/07/13/technology/13reuters-peugeot-electric.html,new york times,0
"As U.S. Investigates Fatal Tesla Crash, Company Defends Autopilot System",http://www.nytimes.com/2016/07/13/business/tesla-autopilot-fatal-crash-investigation.html,new york times,0
Samsung Profit Rises on New Smartphone Screen Technology,http://www.nytimes.com/2016/07/08/business/samsung-profit-rises-on-new-smartphone-screen-technology.html,new york times,0
UK Charity Pockets $150 Million From Merck Cancer Immunotherapy Drug,http://www.nytimes.com/reuters/2016/07/14/business/14reuters-merck-britain-charity.html,new york times,0
Jaguar Land Rover to Test Over 100 Autonomous Cars in Britain by 2020,http://www.nytimes.com/reuters/2016/07/12/business/12reuters-jaguarlandrover-driverless.html,new york times,0
Spain's Santander Names Ex-JPMorgan Executive Masters Blockchain Guru,http://www.nytimes.com/reuters/2016/07/12/business/12reuters-santander-moves.html,new york times,0
Ex-Google Engineer Launches Blockchain-Based System for Banks,http://www.nytimes.com/reuters/2016/07/13/business/13reuters-tech-banks-blockchain.html,new york times,0
"Paid Notice: Deaths  SAXE, ROBERT L",http://query.nytimes.com/gst/fullpage.html?res=9905EFD9113AF933A25754C0A9609D8B63,new york times,0
Technology Is Monitoring the Urban Landscape,http://www.nytimes.com/2016/07/21/us/technology-is-monitoring-the-urban-landscape.html,new york times,0
Where Are the Scientists When We Need Them?,http://www.nytimes.com/2016/07/21/opinion/where-are-the-scientists-when-we-need-them.html,new york times,0
Autopilot Technology Drives Teslas but Comes With Warnings,http://www.nytimes.com/aponline/2016/07/21/us/ap-us-tesla-autopilot.html,new york times,0
"Southwest Technology Problems Cancel, Delay Flights",http://www.nytimes.com/aponline/2016/07/20/us/ap-us-southwest-airlines-outage.html,new york times,0
Why You Donít Know Your Own Mind,http://www.nytimes.com/2016/07/18/opinion/why-you-dont-know-your-own-mind.html,new york times,0
Southwest Says Technology Outage Fixed but More Flights Cut,http://www.nytimes.com/aponline/2016/07/21/us/ap-us-southwest-airlines-outage.html,new york times,0
"Markets Right Now: US Stocks End Higher, Led by Technology",http://www.nytimes.com/aponline/2016/07/20/us/ap-financial-markets-markets-right-now.html,new york times,0
"Markets Right Now: US Stocks Drift Higher, Led by Technology",http://www.nytimes.com/aponline/2016/07/18/us/ap-financial-markets-markets-right-now.html,new york times,0
Technology Gives Unique Voices to Those Who Can't Speak,http://www.nytimes.com/aponline/2016/07/15/us/ap-us-custom-voices.html,new york times,0
"Paul Tollett Discusses His Latest Project, Panorama Music Festival",http://www.nytimes.com/2016/07/19/arts/music/panorama-festival-paul-tollett-coachella.html,new york times,0
Can Silicon Valley Really Do Anything to Stop Police Violence?,http://www.nytimes.com/2016/07/24/magazine/can-silicon-valley-really-do-anything-to-stop-police-violence.html,new york times,0
Semiconductor Industry Shrinks Some More With Latest Deal,http://www.nytimes.com/2016/07/27/business/dealbook/analog-devices-acquires-linear-technology-for-14-8-billion.html,new york times,0
Analog Devices to Buy Linear Technology in Chips Deal,http://www.nytimes.com/aponline/2016/07/26/business/ap-us-analog-devices-linear-technology.html,new york times,0
Britain and Korea Form Financial Technology Investment Partnership,http://www.nytimes.com/reuters/2016/07/22/business/22reuters-britain-southkorea-fintech.html,new york times,0
A Beer Garden Lays Down Roots for a Technology Hub,http://www.nytimes.com/2016/07/27/business/a-beer-garden-lays-down-roots-for-a-technology-hub.html,new york times,0
Anglo American Boss Says Technology Can Lead to Deeper Cost Cuts,http://www.nytimes.com/reuters/2016/07/28/business/28reuters-angloamerican-results-technology.html,new york times,0
Apple CEO Touts Future Technology Amid iPhone Worries,http://www.nytimes.com/reuters/2016/07/27/business/27reuters-apple-results-cook.html,new york times,0
British 'Donkey Whisperer' Translates 'Ee-Aws' Using Technology,http://www.nytimes.com/reuters/2016/07/27/world/europe/27reuters-britain-donkey.html,new york times,0
NOAA: Drone Technology Aids Whale Research Off Hawaii,http://www.nytimes.com/aponline/2016/07/28/us/ap-us-hawaii-whale-and-dolphin-study.html,new york times,0
"Building a Better Human With Science? The Public Says, No Thanks",http://www.nytimes.com/2016/07/27/upshot/building-a-better-human-with-science-the-public-says-no-thanks.html,new york times,0
"Ahmed H. Zewail, Nobel-Prize-Winning Chemist, Dies at 70",http://www.nytimes.com/2016/08/06/science/ahmed-h-zewail-nobel-prize-winning-chemist-dies-at-70.html,new york times,0
"Chinaís Straddling Bus, on a Test Run, Floats Above the Streets",http://www.nytimes.com/2016/08/05/world/asia/china-elevated-bus-teb.html,new york times,0
New Fund From Technology Crossover Ventures Draws $2.5 Billion,http://www.nytimes.com/2016/08/02/technology/new-fund-from-technology-crossover-ventures-draws-2-5-billion.html,new york times,0
"Seymour Papert, 88, Dies; Saw Educationís Future in Computers",http://www.nytimes.com/2016/08/02/technology/seymour-papert-88-dies-saw-educations-future-in-computers.html,new york times,0
The Brain That Couldnít Remember,http://www.nytimes.com/2016/08/07/magazine/the-brain-that-couldnt-remember.html,new york times,0
Disney World Exploring Foot Tracking Technology,http://www.nytimes.com/aponline/2016/08/01/us/ap-us-disney-world-tracking.html,new york times,0
Obama to Leave the White House a Nerdier Place Than He Found It,http://www.nytimes.com/2016/08/01/us/politics/obama-to-leave-the-white-house-a-nerdier-place-than-he-found-it.html,new york times,0
Chinese Group to Pay $4.4 Billion for Caesarsí Mobile Games,http://www.nytimes.com/2016/08/01/business/dealbook/china-caesars-mobile-games-playtika.html,new york times,0
Nanoco Signs Deal With Merck for Use of Quantum Dot Technology,http://www.nytimes.com/reuters/2016/08/01/business/01reuters-nanoco-group-deals-merck.html,new york times,0
Daily Report: Venture Capitalís Endangered Middle Class,http://www.nytimes.com/2016/08/04/technology/daily-report-venture-capitals-endangered-middle-class.html,new york times,0
Wasting Time on the Internet? Not Really,http://www.nytimes.com/2016/08/07/education/edlife/kenneth-goldsmith-on-wasting-time-on-the-internet.html,new york times,0
"At Seattle Art Fair, the Interaction Between Technology and Modern Life",http://www.nytimes.com/2016/08/08/arts/design/at-seattle-art-fair-the-interaction-between-technology-and-modern-life.html,new york times,0
"M.I.T., N.Y.U. and Yale Are Sued Over Retirement Plan Fees",http://www.nytimes.com/2016/08/10/your-money/mit-nyu-yale-sued-4013b-retirement-plan-fees-tiaa-fidelity.html,new york times,0
Coaches at Odds on Impact of Technology Overload on NFL Game,http://www.nytimes.com/aponline/2016/08/10/sports/football/ap-fbn-too-much-technology.html,new york times,0
More Airline Outages Seen as Carriers Grapple With Aging Technology,http://www.nytimes.com/reuters/2016/08/12/technology/12reuters-delta-air-outages-it-analysis.html,new york times,0
"Verizon Eyes Automotive Technology Market, Could Spur Other Deals",http://www.nytimes.com/reuters/2016/08/09/business/09reuters-verizon-gps-deals.html,new york times,0
"Computers, Technology Help US Track and Field Go for Gold",http://www.nytimes.com/aponline/2016/08/08/sports/olympics/ap-oly-ath-us-technology.html,new york times,0
Envisioning Bitcoinís Technology at the Heart of Global Finance,http://www.nytimes.com/2016/08/13/business/dealbook/bitcoin-blockchain-banking-finance.html,new york times,0
Alibaba Cloud Computing Arm to Help Foreign Tech Firms Enter China,http://www.nytimes.com/reuters/2016/08/09/business/09reuters-alibaba-cloud.html,new york times,0
Banks and Tech Firms Apply Blockchain to Trade Finance,http://www.nytimes.com/reuters/2016/08/10/business/10reuters-asia-trade-blockchain.html,new york times,0
As Technology Shifts More Layoffs Loom at Tech Companies,http://www.nytimes.com/reuters/2016/08/17/business/17reuters-tech-layoffs.html,new york times,0
Railroads Show Little Progress on Key Safety Technology,http://www.nytimes.com/aponline/2016/08/17/us/politics/ap-us-trains-safety-technology.html,new york times,0
How Technology Can Help You Travel and Save,http://www.nytimes.com/2016/08/18/travel/how-technology-can-help-you-travel-and-save.html,new york times,0
China Launches First Quantum Satellite,http://www.nytimes.com/video/world/asia/100000004595667/china-launches-first-quantum-satellite.html,new york times,0
Audi Vehicles to Talk to U.S. Traffic Signals in First for Industry,http://www.nytimes.com/reuters/2016/08/15/technology/15reuters-audi-trafficsignals.html,new york times,0
U.S. Senators Quiz Airlines on IT Systems After Delta Disruption,http://www.nytimes.com/reuters/2016/08/16/us/16reuters-usa-airlines.html,new york times,0
Volvo Teams Up With Uber to Produce Driverless Cars,http://www.nytimes.com/aponline/2016/08/18/world/europe/ap-eu-sweden-volvo-uber.html,new york times,0
FCC Complaint: Baltimore Police Phone Trackers Disrupt Calls,http://www.nytimes.com/aponline/2016/08/17/us/politics/ap-us-baltimore-police-phone-lawsuit.html,new york times,0
Attorney: FBI Conned Engineer Into Incriminating Himself,http://www.nytimes.com/aponline/2016/08/16/us/ap-us-nuclear-conspiracy.html,new york times,0
AP Asks: Would You Ride in a Self-Driving Uber?,http://www.nytimes.com/aponline/2016/08/18/us/ap-us-uber-autonomous-cars-riders.html,new york times,0
Turning Instagram Into a Radically Unfiltered Travel Guide,http://www.nytimes.com/2016/08/28/magazine/turning-instagram-into-a-radically-unfiltered-travel-guide.html,new york times,0
The Met Museum Extends Hours for the Final Weekend of ëManus x Machinaí,http://www.nytimes.com/2016/08/25/arts/design/met-museum-extends-hours-for-manus-x-machina.html,new york times,0
Fugitive Chief Executive Pleads Guilty to Securities Fraud Charges,http://www.nytimes.com/2016/08/25/business/fugitive-chief-executive-pleads-guilty-to-securities-fraud-charges.html,new york times,0
"Ex-Comverse CEO Pleads Guilty to Fraud, a Decade After Fleeing to Africa",http://www.nytimes.com/reuters/2016/08/24/business/24reuters-comverse-fraud.html,new york times,0
Packing Technology Into the Timeless Barrel,http://www.nytimes.com/2016/08/28/business/packing-technology-into-the-timeless-barrel.html,new york times,0
"Auto, Technology Industries Clash Over Talking Cars",http://www.nytimes.com/aponline/2016/08/25/us/politics/ap-us-talking-cars.html,new york times,0
Don't Count on Technology to Save You in a Disaster-Researchers,http://www.nytimes.com/reuters/2016/08/25/technology/25reuters-disaster-risks-infrastructure-technology.html,new york times,0
Can Future Global Warming Matter Today?,http://dotearth.blogs.nytimes.com/2016/08/23/can-future-global-warming-matter-today/,new york times,0
Chip Technology Keeps Checked Luggage in Check,http://www.nytimes.com/2016/08/23/business/chip-technology-keeps-checked-luggage-in-check.html,new york times,0
Apollo Global to Buy Rackspace Hosting in $4.3 Billion Deal,http://www.nytimes.com/reuters/2016/08/26/business/26reuters-rackspace-m-a-apollo.html,new york times,0
"With College Transfer Rules, Hypocrisy Never Sits Out a Year",http://www.nytimes.com/2016/04/02/sports/ncaabasketball/with-college-transfer-rules-hypocrisy-never-sits-out-a-year.html,new york times,0
Service Companies Ticking Up as New Orders Expand,http://www.nytimes.com/2016/04/06/business/economy/service-companies-ticking-up-as-new-orders-expand.html,new york times,0
Judge Approves $20 Billion Settlement in BP Oil Spill,http://www.nytimes.com/2016/04/05/business/judge-approves-20-billion-settlement-in-bp-oil-spill.html,new york times,0
Crude Oil Production Falls to Lowest Level Since 2014,http://www.nytimes.com/2016/04/01/business/crude-oil-production-falls-to-lowest-level-since-2014.html,new york times,0
SunEdison Receives Subpoena From Justice Department,http://www.nytimes.com/2016/04/01/business/sunedison-receives-subpoena-from-justice-department.html,new york times,0
"U.S. Exports More Cars, but Trade Deficit Grows",http://www.nytimes.com/2016/04/06/business/economy/us-exports-more-cars-but-trade-deficit-grows.html,new york times,0
F.D.A. Clears Cheaper Version of Johnson &amp; Johnson Biologic,http://www.nytimes.com/2016/04/06/business/fda-clears-cheaper-version-of-johnson-johnson-biologic.html,new york times,0
McDonaldís Plans to Add New Restaurants in Asia,http://www.nytimes.com/2016/04/01/business/mcdonalds-plans-to-add-new-restaurants-in-asia.html,new york times,0
Labor Market Makes Gains Despite Some Economic Slowing,http://www.nytimes.com/2016/04/06/business/economy/labor-market-makes-gains-despite-some-economic-slowing.html,new york times,0
A Cocktail Shot Company Looks Beyond Beer Pong,http://www.nytimes.com/2016/04/07/business/smallbusiness/liqs-cocktail-shot-company-looks-beyond-beer-pong.html,new york times,0
"The N.F.L. Has Seen the Future, and It Is WWE Wrestling",http://www.nytimes.com/2016/04/09/sports/football/the-nfl-has-seen-the-future-and-it-is-wrestling.html,new york times,0
U.S. Deficit Doubled in March in Largest Shortfall in 4 Years,http://www.nytimes.com/2016/04/13/business/economy/us-deficit-doubled-in-march-in-largest-shortfall-in-4-years.html,new york times,0
Prices of Imports Eke Out First Increase Since June,http://www.nytimes.com/2016/04/13/business/economy/prices-of-imports-eke-out-first-increase-since-june.html,new york times,0
W.T.O. Forecasts Mild Rise of 2.8% in 2016 Global Trade,http://www.nytimes.com/2016/04/08/business/wto-forecasts-mild-rise-of-2-8-in-2016-global-trade.html,new york times,0
Ortho to Phase Out Chemicals Blamed for Decline in Bees,http://www.nytimes.com/2016/04/13/business/ortho-to-phase-out-chemicals-blamed-for-decline-in-bees.html,new york times,0
"Rural Water, Not City Smog, May Be Chinaís Pollution Nightmare",http://www.nytimes.com/2016/04/12/world/asia/china-underground-water-pollution.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/04/08/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/04/12/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/04/14/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/04/13/business/ap-us-business-highlights.html,new york times,0
IBM Results Show Progress in Cloud and Data Analysis,http://www.nytimes.com/2016/04/19/technology/ibm-results-show-progress-in-cloud-and-data-analysis.html,new york times,0
Shareholder Value as the Culprit,http://www.nytimes.com/2016/04/18/opinion/shareholder-value-as-the-culprit.html,new york times,0
"Richard K. Ransom, Founder of Hickory Farms Specialty Foods Chain, Dies at 96",http://www.nytimes.com/2016/04/17/business/richard-k-ransom-founder-of-hickory-farms-dies-at-96.html,new york times,0
Avoiding the Dreaded Middle Seat May Now Cost You,http://www.nytimes.com/2016/04/19/business/avoiding-the-dreaded-middle-seat.html,new york times,0
A Fine Line Separates Ball and Fan (and Injury),http://www.nytimes.com/2016/04/16/sports/baseball/in-new-netting-minnesota-twins-see-a-line-between-intimacy-and-safety.html,new york times,0
ëJungle Bookí Captivates Moviegoers and Captures Box Office,http://www.nytimes.com/2016/04/18/arts/jungle-book-tops-box-office.html,new york times,0
Jose Cuervo Said to Be Making Arrangements for an I.P.O.,http://www.nytimes.com/2016/04/16/business/dealbook/jose-cuervo-said-to-be-making-arrangements-for-an-ipo.html,new york times,0
Finding a New Direction When a Plum Job Turns Sour,http://www.nytimes.com/2016/04/17/jobs/finding-a-new-direction-when-a-plum-job-turns-sour.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/04/19/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/04/20/business/ap-us-business-highlights.html,new york times,0
Online Media Is Tested When Social Platforms Come to Town,http://www.nytimes.com/2016/04/22/business/media/online-media-is-tested-when-social-platforms-come-to-town.html,new york times,0
Employers Urged to Prevent Zika Infections at Work,http://www.nytimes.com/2016/04/23/health/zika-guidelines-employers.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/04/27/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/04/28/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/04/22/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/04/26/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/04/25/business/ap-us-business-highlights.html,new york times,0
The No-Good Week in Techís (Hopeful) Trip to a Bright Future,http://www.nytimes.com/2016/04/23/technology/the-no-good-week-in-techs-hopeful-trip-to-a-bright-future.html,new york times,0
Selling Surfers on a New Way to Ride Waves,http://www.nytimes.com/2016/04/28/business/smallbusiness/selling-surfers-on-a-new-way-to-ride-the-waves.html,new york times,0
Farhad and Mikeís Week in Tech: To Be or Not To Be an Uber Employee,http://www.nytimes.com/2016/04/24/technology/farhad-and-mikes-week-in-tech-to-be-or-not-to-be-an-uber-employee.html,new york times,0
IBM Wants Everyone to Try a Quantum Computer,http://www.nytimes.com/2016/05/04/technology/ibm-wants-everyone-to-try-a-quantum-computer.html,new york times,0
The Devil's Business,http://www.nytimes.com/video/movies/100000004389321/the-devils-business.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/06/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/02/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/03/business/ap-us-business-highlights.html,new york times,0
Zuckerberg and Chan Hire Education Leader to Run Philanthropic Effort,http://www.nytimes.com/2016/05/05/technology/mark-zuckerberg-hires-education-leader-to-run-philanthropic-effort.html,new york times,0
A Young Logger With Deep Roots in the California Timberlands,http://www.nytimes.com/2016/05/01/jobs/a-young-logger-with-deep-roots-in-the-california-timberlands.html,new york times,0
Pyeongchang Chief Resigns to Focus on Business,http://www.nytimes.com/reuters/2016/05/03/sports/olympics/03reuters-olympics-pyeongchang-cho.html,new york times,0
New York City Casts a Net to Catch the Next Big Start-Up,http://www.nytimes.com/2016/05/02/technology/new-york-city-casts-a-net-to-catch-the-next-big-start-up.html,new york times,0
Striving for Her Piece of the Pie,http://www.nytimes.com/2016/05/08/nyregion/striving-for-her-piece-of-the-pie.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/12/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/11/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/13/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/09/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/10/business/ap-us-business-highlights.html,new york times,0
The Last Ride: Business,http://www.nytimes.com/video/movies/100000003391781/the-last-ride-business.html,new york times,0
Why Dark Money Is Bad Business,http://www.nytimes.com/2016/05/10/opinion/why-dark-money-is-bad-business.html,new york times,0
1941: Jews Banned From Business,http://iht-retrospective.blogs.nytimes.com/2016/05/09/1941-jews-banned-from-business/,new york times,0
Step Up Revolution: Business Plaza,http://www.nytimes.com/video/movies/100000003377728/step-up-revolution-business-plaza.html,new york times,0
When Websites Wonít Take No for an Answer,http://www.nytimes.com/2016/05/15/technology/personaltech/when-websites-wont-take-no-for-an-answer.html,new york times,0
"In the Clear, Phil Mickelson Can Thank an Insider Trading Ruling",http://www.nytimes.com/2016/05/21/sports/golf/in-the-clear-phil-mickelson-can-thank-an-insider-trading-ruling.html,new york times,0
Small Businesses Worry About Adjusting for Overtime Rules,http://www.nytimes.com/2016/05/19/business/smallbusiness/many-small-businesses-worry-about-adjusting-for-overtime-rules.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/18/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/17/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/19/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/20/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/16/business/ap-us-business-highlights.html,new york times,0
Warren Buffett Stake Suggests Apple Is All Grown Up,http://www.nytimes.com/2016/05/20/business/buffett-stake-suggests-apple-is-all-grown-up.html,new york times,0
"Acknowledging the Value of Lending Club, Even as It Stumbles",http://www.nytimes.com/2016/05/18/business/dealbook/as-scrutiny-mounts-acknowledging-the-value-of-lending-club.html,new york times,0
Washington Sends Off a Capitol Hill Watering Hole,http://www.nytimes.com/2016/05/28/us/washington-sends-off-a-capitol-hill-watering-hole.html,new york times,0
Biggest Hedge Fund Set to Get $22 Million From Connecticut,http://www.nytimes.com/2016/05/28/business/dealbook/biggest-hedge-fund-set-to-get-22-million-from-connecticut.html,new york times,0
"Beth Israel, a Hospital That Once Took Everyone, Will Take Far Fewer",http://www.nytimes.com/2016/05/27/nyregion/a-manhattan-hospital-that-once-took-everyone-will-take-far-fewer.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/27/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/26/business/ap-us-business-highlights.html,new york times,0
Chinaís Aviation Market Is Taking Hold,http://www.nytimes.com/2016/05/24/business/international/chinas-aviation-market-is-taking-hold.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/25/business/ap-us-business-highlights.html,new york times,0
New Aircraft Give Market Some Lift,http://www.nytimes.com/2016/05/24/travel/new-aircraft-give-market-some-lift.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/05/24/business/ap-us-business-highlights.html,new york times,0
"Congressman Rebukes Donald Trump, Saying He Received 9/11 Aid Intended for Small Businesses",http://www.nytimes.com/2016/05/28/us/politics/jerrold-nadler-donald-trump-sept-11.html,new york times,0
Sponsors Driven Away by Golfís Angel Investor,http://www.nytimes.com/2016/06/03/sports/golf/donald-trump-they-wont-play-ball-with-him.html,new york times,0
"Needing Cash, Some Small Business Owners Bypass the Bank",http://www.nytimes.com/2016/06/04/your-money/needing-cash-some-small-business-owners-bypass-the-bank.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/06/07/business/ap-us-business-highlights.html,new york times,0
"With Closing of East Village Shop, Little Ukraine Grows Smaller",http://www.nytimes.com/2016/06/06/nyregion/with-closing-of-east-village-shop-little-ukraine-grows-smaller.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/06/06/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/06/03/business/ap-us-business-highlights.html,new york times,0
Sumner Redstoneís Granddaughter Sides With Viacom Directors,http://www.nytimes.com/2016/06/02/business/media/sumner-redstones-granddaughter-sides-with-viacom-directors.html,new york times,0
"No Venture Capital Needed, or Wanted",http://www.nytimes.com/2016/06/02/business/smallbusiness/no-venture-capital-needed-or-wanted.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/06/02/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/06/01/business/ap-us-business-highlight.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/06/14/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/06/13/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/06/10/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/06/08/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/06/09/business/ap-us-business-highlights.html,new york times,0
"North Dakotans Reconsider a Corporate Farming Ban, and Their Values",http://www.nytimes.com/2016/06/13/us/north-dakotans-reconsider-a-corporate-farming-ban-and-their-values.html,new york times,0
Tighter Rules on Money Transfers Put Squeeze on Businesses,http://www.nytimes.com/2016/06/10/business/dealbook/tighter-rules-on-remittances-put-squeeze-on-go-betweens.html,new york times,0
Switzerland Getting Closer to Major Overhaul of Business Tax,http://www.nytimes.com/reuters/2016/06/14/world/europe/14reuters-swiss-taxation.html,new york times,0
US Business Inventories Edged Up in April,http://www.nytimes.com/aponline/2016/06/14/us/politics/ap-us-business-inventories.html,new york times,0
Business Inventories Rise Modestly as Sales Surge,http://www.nytimes.com/reuters/2016/06/14/business/14reuters-economy-inventories.html,new york times,0
"In Sneaker Wars, Itís Also Curry (Under Armour) vs. James (Nike)",http://www.nytimes.com/2016/06/18/sports/basketball/under-armour-shoes-nike-stephen-curry-lebron-james.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/06/21/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/06/20/business/ap-us-business-highlights.html,new york times,0
Why the I.R.S. Fails to Crack the Small-Business Tax Nut,http://www.nytimes.com/2016/06/16/business/smallbusiness/why-the-irs-fails-to-crack-the-small-business-tax-nut.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/06/17/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/06/16/business/ap-us-business-highlights.html,new york times,0
Business Highlights,http://www.nytimes.com/aponline/2016/06/15/business/ap-us-business-highlights.html,new york times,0
When the Family Business Is a Gallery,http://www.nytimes.com/2016/06/16/t-magazine/art/art-gallery-family-business-zwirner.html,new york times,0
"Health Insurer Hoped to Disrupt the Industry, but Struggles in State Marketplaces",http://www.nytimes.com/2016/06/20/business/struggling-for-profit-selling-health-insurance-in-state-marketplaces.html,new york times,0
"For Boston Seaport, G.E. Was Just a Start",http://www.nytimes.com/2016/06/15/realestate/commercial/for-boston-seaport-ge-was-just-a-start.html,new york times,0
